-2.3358e+000	-2.3358e+000	-2.3358e+000	-2.3358e+000	-2.3358e+000	-2.3358e+000	-2.3358e+000	-2.3358e+000	-2.3358e+000	-2.3358e+000	-2.3358e+000	-2.3358e+000	-2.3358e+000	
-2.2834e+000	-2.2834e+000	-2.2834e+000	-2.2834e+000	-2.2834e+000	-2.2834e+000	-2.2834e+000	-2.2834e+000	-2.2834e+000	-2.2834e+000	-2.2834e+000	-2.2834e+000	-2.2834e+000	
-2.2311e+000	-2.2311e+000	-2.2311e+000	-2.2311e+000	-2.2311e+000	-2.2311e+000	-2.2311e+000	-2.2311e+000	-2.2311e+000	-2.2311e+000	-2.2311e+000	-2.2311e+000	-2.2311e+000	
-2.1787e+000	-2.1787e+000	-2.1787e+000	-2.1787e+000	-2.1787e+000	-2.1787e+000	-2.1787e+000	-2.1787e+000	-2.1787e+000	-2.1787e+000	-2.1787e+000	-2.1787e+000	-2.1787e+000	
-2.1263e+000	-2.1263e+000	-2.1263e+000	-2.1263e+000	-2.1263e+000	-2.1263e+000	-2.1263e+000	-2.1263e+000	-2.1263e+000	-2.1263e+000	-2.1263e+000	-2.1263e+000	-2.1263e+000	
-2.0740e+000	-2.0740e+000	-2.0740e+000	-2.0740e+000	-2.0740e+000	-2.0740e+000	-2.0740e+000	-2.0740e+000	-2.0740e+000	-2.0740e+000	-2.0740e+000	-2.0740e+000	-2.0740e+000	
-2.0216e+000	-2.0216e+000	-2.0216e+000	-2.0216e+000	-2.0216e+000	-2.0216e+000	-2.0216e+000	-2.0216e+000	-2.0216e+000	-2.0216e+000	-2.0216e+000	-2.0216e+000	-2.0216e+000	
-1.9693e+000	-1.9693e+000	-1.9693e+000	-1.9693e+000	-1.9693e+000	-1.9693e+000	-1.9693e+000	-1.9693e+000	-1.9693e+000	-1.9693e+000	-1.9693e+000	-1.9693e+000	-1.9693e+000	
-1.9169e+000	-1.9169e+000	-1.9169e+000	-1.9169e+000	-1.9169e+000	-1.9169e+000	-1.9169e+000	-1.9169e+000	-1.9169e+000	-1.9169e+000	-1.9169e+000	-1.9169e+000	-1.9169e+000	
-1.8645e+000	-1.8645e+000	-1.8645e+000	-1.8645e+000	-1.8645e+000	-1.8645e+000	-1.8645e+000	-1.8645e+000	-1.8645e+000	-1.8645e+000	-1.8645e+000	-1.8645e+000	-1.8645e+000	
-1.8122e+000	-1.8122e+000	-1.8122e+000	-1.8122e+000	-1.8122e+000	-1.8122e+000	-1.8122e+000	-1.8122e+000	-1.8122e+000	-1.8122e+000	-1.8122e+000	-1.8122e+000	-1.8122e+000	
-1.7598e+000	-1.7598e+000	-1.7598e+000	-1.7598e+000	-1.7598e+000	-1.7598e+000	-1.7598e+000	-1.7598e+000	-1.7598e+000	-1.7598e+000	-1.7598e+000	-1.7598e+000	-1.7598e+000	
-1.7075e+000	-1.7075e+000	-1.7075e+000	-1.7075e+000	-1.7075e+000	-1.7075e+000	-1.7075e+000	-1.7075e+000	-1.7075e+000	-1.7075e+000	-1.7075e+000	-1.7075e+000	-1.7075e+000	
-1.6551e+000	-1.6551e+000	-1.6551e+000	-1.6551e+000	-1.6551e+000	-1.6551e+000	-1.6551e+000	-1.6551e+000	-1.6551e+000	-1.6551e+000	-1.6551e+000	-1.6551e+000	-1.6551e+000	
-1.6027e+000	-1.6027e+000	-1.6027e+000	-1.6027e+000	-1.6027e+000	-1.6027e+000	-1.6027e+000	-1.6027e+000	-1.6027e+000	-1.6027e+000	-1.6027e+000	-1.6027e+000	-1.6027e+000	
-1.5504e+000	-1.5504e+000	-1.5504e+000	-1.5504e+000	-1.5504e+000	-1.5504e+000	-1.5504e+000	-1.5504e+000	-1.5504e+000	-1.5504e+000	-1.5504e+000	-1.5504e+000	-1.5504e+000	
-1.4980e+000	-1.4980e+000	-1.4980e+000	-1.4980e+000	-1.4980e+000	-1.4980e+000	-1.4980e+000	-1.4980e+000	-1.4980e+000	-1.4980e+000	-1.4980e+000	-1.4980e+000	-1.4980e+000	
-1.4457e+000	-1.4457e+000	-1.4457e+000	-1.4457e+000	-1.4457e+000	-1.4457e+000	-1.4457e+000	-1.4457e+000	-1.4457e+000	-1.4457e+000	-1.4457e+000	-1.4457e+000	-1.4457e+000	
-1.3933e+000	-1.3933e+000	-1.3933e+000	-1.3933e+000	-1.3933e+000	-1.3933e+000	-1.3933e+000	-1.3933e+000	-1.3933e+000	-1.3933e+000	-1.3933e+000	-1.3933e+000	-1.3933e+000	
-1.3409e+000	-1.3409e+000	-1.3409e+000	-1.3409e+000	-1.3409e+000	-1.3409e+000	-1.3409e+000	-1.3409e+000	-1.3409e+000	-1.3409e+000	-1.3409e+000	-1.3409e+000	-1.3409e+000	
-1.2886e+000	-1.2886e+000	-1.2886e+000	-1.2886e+000	-1.2886e+000	-1.2886e+000	-1.2886e+000	-1.2886e+000	-1.2886e+000	-1.2886e+000	-1.2886e+000	-1.2886e+000	-1.2886e+000	
-1.2362e+000	-1.2362e+000	-1.2362e+000	-1.2362e+000	-1.2362e+000	-1.2362e+000	-1.2362e+000	-1.2362e+000	-1.2362e+000	-1.2362e+000	-1.2362e+000	-1.2362e+000	-1.2362e+000	
-1.1839e+000	-1.1839e+000	-1.1839e+000	-1.1839e+000	-1.1839e+000	-1.1839e+000	-1.1839e+000	-1.1839e+000	-1.1839e+000	-1.1839e+000	-1.1839e+000	-1.1839e+000	-1.1839e+000	
