  2.74581803e-006  2.74294610e-006  2.73934079e-006  2.73501298e-006  2.72997574e-006  2.72424428e-006  2.71783589e-006  2.71076992e-006  2.70306770e-006  2.69475248e-006  2.68584937e-006
  2.74324989e-006  2.73971365e-006  2.73545379e-006  2.73048316e-006  2.72481678e-006  2.71847175e-006  2.71146721e-006  2.70382432e-006  2.69556615e-006  2.68671763e-006  2.67730546e-006
  2.74008001e-006  2.73588821e-006  2.73098433e-006  2.72538319e-006  2.71910168e-006  2.71215877e-006  2.70457542e-006  2.69637452e-006  2.68758083e-006  2.67822088e-006  2.66832294e-006
  2.73631623e-006  2.73147924e-006  2.72594348e-006  2.71972567e-006  2.71284458e-006  2.70532097e-006  2.69717756e-006  2.68843894e-006  2.67913147e-006  2.66928327e-006  2.65892404e-006
  2.73196787e-006  2.72649765e-006  2.72034371e-006  2.71352461e-006  2.70606095e-006  2.69797526e-006  2.68929194e-006  2.68003721e-006  2.67023899e-006  2.65992688e-006  2.64913200e-006
  2.72704567e-006  2.72095576e-006  2.71419886e-006  2.70679535e-006  2.69876759e-006  2.69013981e-006  2.68093805e-006  2.67119011e-006  2.66092539e-006  2.65017488e-006  2.63897105e-006
  2.72156183e-006  2.71486729e-006  2.70752413e-006  2.69955452e-006  2.69098252e-006  2.68183400e-006  2.67213658e-006  2.66191953e-006  2.65121369e-006  2.64005139e-006  2.62846631e-006
  2.71552990e-006  2.70824729e-006  2.70033605e-006  2.69182005e-006  2.68272501e-006  2.67307838e-006  2.66290927e-006  2.65224840e-006  2.64112793e-006  2.62958144e-006  2.61764379e-006
  2.70896480e-006  2.70111214e-006  2.69265238e-006  2.68361107e-006  2.67401548e-006  2.66389460e-006  2.65327898e-006  2.64220065e-006  2.63069306e-006  2.61879095e-006  2.60653024e-006
  2.70123745e-006  2.69278684e-006  2.68375426e-006  2.67416698e-006  2.66405394e-006  2.65344568e-006  2.64237421e-006  2.63087296e-006  2.61897664e-006  2.60672116e-006  2.59414353e-006
  2.69292116e-006  2.68389732e-006  2.67431835e-006  2.66421316e-006  2.65361227e-006  2.64254767e-006  2.63105276e-006  2.61916224e-006  2.60691201e-006  2.59433905e-006  2.58148130e-006
