0.0000e+000	0.0000e+000	0.0000e+000	0.0000e+000	0.0000e+000	
5.2360e-002	5.1705e-002	5.1051e-002	5.0396e-002	4.9742e-002	
1.0472e-001	1.0341e-001	1.0210e-001	1.0079e-001	9.9484e-002	
1.5708e-001	1.5512e-001	1.5315e-001	1.5119e-001	1.4923e-001	
2.0944e-001	2.0682e-001	2.0420e-001	2.0159e-001	1.9897e-001	
2.6180e-001	2.5853e-001	2.5525e-001	2.5198e-001	2.4871e-001	
3.1416e-001	3.1023e-001	3.0631e-001	3.0238e-001	2.9845e-001	
3.6652e-001	3.6194e-001	3.5736e-001	3.5277e-001	3.4819e-001	
4.1888e-001	4.1364e-001	4.0841e-001	4.0317e-001	3.9794e-001	
4.7124e-001	4.6644e-001	4.6164e-001	4.5684e-001	4.5204e-001	
5.2360e-001	5.1924e-001	5.1487e-001	5.1051e-001	5.0615e-001	
5.7596e-001	5.7203e-001	5.6810e-001	5.6418e-001	5.6025e-001	
6.2832e-001	6.2483e-001	6.2134e-001	6.1785e-001	6.1436e-001	
6.8068e-001	6.7762e-001	6.7457e-001	6.7152e-001	6.6846e-001	
7.3304e-001	7.3042e-001	7.2780e-001	7.2518e-001	7.2257e-001	
7.8540e-001	7.8322e-001	7.8103e-001	7.7885e-001	7.7667e-001	
8.3776e-001	8.3601e-001	8.3427e-001	8.3252e-001	8.3078e-001	
8.9012e-001	8.8881e-001	8.8750e-001	8.8619e-001	8.8488e-001	
9.4248e-001	9.4161e-001	9.4073e-001	9.3986e-001	9.3899e-001	
9.9484e-001	9.9440e-001	9.9397e-001	9.9353e-001	9.9309e-001	
1.0472e+000	1.0472e+000	1.0472e+000	1.0472e+000	1.0472e+000	
1.0996e+000	1.0989e+000	1.0982e+000	1.0976e+000	1.0969e+000	
1.1519e+000	1.1506e+000	1.1493e+000	1.1480e+000	1.1467e+000	
1.2043e+000	1.2023e+000	1.2004e+000	1.1984e+000	1.1964e+000	
1.2566e+000	1.2540e+000	1.2514e+000	1.2488e+000	1.2462e+000	
1.3090e+000	1.3057e+000	1.3025e+000	1.2992e+000	1.2959e+000	
1.3614e+000	1.3574e+000	1.3535e+000	1.3496e+000	1.3456e+000	
1.4137e+000	1.4091e+000	1.4046e+000	1.4000e+000	1.3954e+000	
1.4661e+000	1.4608e+000	1.4556e+000	1.4504e+000	1.4451e+000	
1.5184e+000	1.5136e+000	1.5088e+000	1.5040e+000	1.4992e+000	
1.5708e+000	1.5664e+000	1.5621e+000	1.5577e+000	1.5533e+000	
1.6232e+000	1.6192e+000	1.6153e+000	1.6114e+000	1.6074e+000	
1.6755e+000	1.6720e+000	1.6685e+000	1.6650e+000	1.6616e+000	
1.7279e+000	1.7248e+000	1.7218e+000	1.7187e+000	1.7157e+000	
1.7802e+000	1.7776e+000	1.7750e+000	1.7724e+000	1.7698e+000	
1.8326e+000	1.8304e+000	1.8282e+000	1.8261e+000	1.8239e+000	
1.8850e+000	1.8832e+000	1.8815e+000	1.8797e+000	1.8780e+000	
1.9373e+000	1.9360e+000	1.9347e+000	1.9334e+000	1.9321e+000	
1.9897e+000	1.9888e+000	1.9879e+000	1.9871e+000	1.9862e+000	
2.0420e+000	2.0416e+000	2.0412e+000	2.0407e+000	2.0403e+000	
2.0944e+000	2.0944e+000	2.0944e+000	2.0944e+000	2.0944e+000	
2.1468e+000	2.1461e+000	2.1454e+000	2.1448e+000	2.1441e+000	
2.1991e+000	2.1978e+000	2.1965e+000	2.1952e+000	2.1939e+000	
2.2515e+000	2.2495e+000	2.2475e+000	2.2456e+000	2.2436e+000	
2.3038e+000	2.3012e+000	2.2986e+000	2.2960e+000	2.2934e+000	
2.3562e+000	2.3529e+000	2.3496e+000	2.3464e+000	2.3431e+000	
2.4086e+000	2.4046e+000	2.4007e+000	2.3968e+000	2.3928e+000	
2.4609e+000	2.4563e+000	2.4518e+000	2.4472e+000	2.4426e+000	
2.5133e+000	2.5080e+000	2.5028e+000	2.4976e+000	2.4923e+000	
2.5656e+000	2.5608e+000	2.5560e+000	2.5512e+000	2.5464e+000	
2.6180e+000	2.6136e+000	2.6093e+000	2.6049e+000	2.6005e+000	
2.6704e+000	2.6664e+000	2.6625e+000	2.6586e+000	2.6546e+000	
2.7227e+000	2.7192e+000	2.7157e+000	2.7122e+000	2.7088e+000	
2.7751e+000	2.7720e+000	2.7690e+000	2.7659e+000	2.7629e+000	
2.8274e+000	2.8248e+000	2.8222e+000	2.8196e+000	2.8170e+000	
2.8798e+000	2.8776e+000	2.8754e+000	2.8732e+000	2.8711e+000	
2.9322e+000	2.9304e+000	2.9287e+000	2.9269e+000	2.9252e+000	
2.9845e+000	2.9832e+000	2.9819e+000	2.9806e+000	2.9793e+000	
3.0369e+000	3.0360e+000	3.0351e+000	3.0343e+000	3.0334e+000	
3.0892e+000	3.0888e+000	3.0884e+000	3.0879e+000	3.0875e+000	
