  2.75000000e-006  2.74130113e-006  2.71580990e-006  2.67530025e-006  2.62259130e-006  2.56135110e-006  2.49584142e-006  2.43062115e-006  2.37022901e-006  2.31886775e-006  2.37241007e-006  2.43552325e-006  2.50347300e-006  2.57116224e-006  2.63351340e-006  2.68584937e-006  2.72424428e-006  2.74581803e-006
  2.74969078e-006  2.73775219e-006  2.70926820e-006  2.66622104e-006  2.61160641e-006  2.54922498e-006  2.48341794e-006  2.41876487e-006  2.35976502e-006  2.31052425e-006  2.36187827e-006  2.42359318e-006  2.49103956e-006  2.55915809e-006  2.62283902e-006  2.67730546e-006  2.71847175e-006  2.74324989e-006
  2.74876389e-006  2.73361511e-006  2.70220883e-006  2.65673065e-006  2.60034544e-006  2.53697710e-006  2.47103548e-006  2.40710954e-006  2.34964793e-006  2.30264946e-006  2.35168815e-006  2.41185212e-006  2.47862829e-006  2.54700761e-006  2.61186076e-006  2.66832294e-006  2.71215877e-006  2.74008001e-006
  2.74722162e-006  2.72890012e-006  2.69464924e-006  2.64685254e-006  2.58883624e-006  2.52463774e-006  2.45872468e-006  2.39568400e-006  2.33990277e-006  2.29526286e-006  2.34186492e-006  2.40032911e-006  2.46626988e-006  2.53474084e-006  2.60060580e-006  2.65892404e-006  2.70532097e-006  2.73631623e-006
  2.74506779e-006  2.72361889e-006  2.68660814e-006  2.63661116e-006  2.57710728e-006  2.51223743e-006  2.44651597e-006  2.38451651e-006  2.33055366e-006  2.28838273e-006  2.33243287e-006  2.38905267e-006  2.45399492e-006  2.52238813e-006  2.58910196e-006  2.64913200e-006  2.69797526e-006  2.73196787e-006
  2.74230773e-006  2.71778449e-006  2.67810542e-006  2.62603183e-006  2.56518757e-006  2.49980685e-006  2.43443957e-006  2.37363470e-006  2.32162371e-006  2.28202609e-006  2.32341534e-006  2.37805067e-006  2.44183376e-006  2.50998004e-006  2.57737770e-006  2.63897105e-006  2.69013981e-006  2.72704567e-006
  2.73894825e-006  2.71141134e-006  2.66916211e-006  2.61514074e-006  2.55310662e-006  2.48737675e-006  2.42252535e-006  2.36306548e-006  2.31313502e-006  2.27620866e-006  2.31483463e-006  2.36735036e-006  2.42981648e-006  2.49754726e-006  2.56546203e-006  2.62846631e-006  2.68183400e-006  2.72156183e-006
  2.73499768e-006  2.70451521e-006  2.65980034e-006  2.60396482e-006  2.54089428e-006  2.47497788e-006  2.41080278e-006  2.35283501e-006  2.30510858e-006  2.27094483e-006  2.30671198e-006  2.35697818e-006  2.41797283e-006  2.48512055e-006  2.55338442e-006  2.61764379e-006  2.67307838e-006  2.71552990e-006
  2.73046579e-006  2.69711317e-006  2.65004327e-006  2.59253171e-006  2.52858079e-006  2.46264090e-006  2.39930087e-006  2.34296858e-006  2.29756426e-006  2.26624763e-006  2.29906747e-006  2.34695980e-006  2.40633208e-006  2.47273065e-006  2.54117476e-006  2.60653024e-006  2.66389460e-006  2.70896480e-006
  2.72488944e-006  2.68850882e-006  2.63900970e-006  2.57983676e-006  2.51510790e-006  2.44932768e-006  2.38707378e-006  2.33267853e-006  2.28992733e-006  2.26179529e-006  2.29131736e-006  2.33649327e-006  2.39393426e-006  2.45933152e-006  2.52777943e-006  2.59414353e-006  2.65344568e-006  2.70123745e-006
  2.71865493e-006  2.67935277e-006  2.62756929e-006  2.56690815e-006  2.50159080e-006  2.43616275e-006  2.37517719e-006  2.32287817e-006  2.28290522e-006  2.25804010e-006  2.28417799e-006  2.32650527e-006  2.38184685e-006  2.44605141e-006  2.51430280e-006  2.58148130e-006  2.64254767e-006  2.69292116e-006
  2.71178048e-006  2.66967182e-006  2.61575554e-006  2.55378372e-006  2.48806904e-006  2.42318465e-006  2.36364592e-006  2.31359618e-006  2.27651847e-006  2.25499304e-006  2.27767026e-006  2.31702502e-006  2.37010523e-006  2.43292919e-006  2.50078431e-006  2.56858060e-006  2.63123247e-006  2.68404025e-006
  2.70428622e-006  2.65949429e-006  2.60360300e-006  2.54050189e-006  2.47458220e-006  2.41043137e-006  2.35251370e-006  2.30485974e-006  2.27078577e-006  2.25266303e-006  2.27181321e-006  2.30808029e-006  2.35874377e-006  2.42000327e-006  2.48726353e-006  2.55547918e-006  2.61953320e-006  2.67462071e-006
  2.69619409e-006  2.64884998e-006  2.59114726e-006  2.52710152e-006  2.46116975e-006  2.39794022e-006  2.34181313e-006  2.29669440e-006  2.26572391e-006  2.25105690e-006  2.26662399e-006  2.29969723e-006  2.34779572e-006  2.40731146e-006  2.47378002e-006  2.54221540e-006  2.60748410e-006  2.66469012e-006
  2.68752777e-006  2.63777004e-006  2.57842476e-006  2.51362183e-006  2.44787095e-006  2.38574777e-006  2.33157551e-006  2.28912407e-006  2.26134769e-006  2.25017933e-006  2.26211778e-006  2.29190040e-006  2.33729313e-006  2.39489093e-006  2.46037324e-006  2.52882807e-006  2.59512042e-006  2.65427754e-006
  2.67831261e-006  2.62628688e-006  2.56547274e-006  2.50010228e-006  2.43472470e-006  2.37388970e-006  2.32183082e-006  2.28217091e-006  2.25766992e-006  2.25003291e-006  2.25830776e-006  2.28471260e-006  2.32726671e-006  2.38277801e-006  2.44708245e-006  2.51535637e-006  2.58247837e-006  2.64341344e-006
  2.66857560e-006  2.61443413e-006  2.55232910e-006  2.48658243e-006  2.42176950e-006  2.36240070e-006  2.31260757e-006  2.27585525e-006  2.25470137e-006  2.25061805e-006  2.25520510e-006  2.27815487e-006  2.31774583e-006  2.37100817e-006  2.43394652e-006  2.50183972e-006  2.56959492e-006  2.63212962e-006
  2.65834522e-006  2.60224648e-006  2.53903231e-006  2.47310184e-006  2.40904325e-006  2.35131442e-006  2.30393275e-006  2.27019559e-006  2.25245073e-006  2.25193306e-006  2.25281888e-006  2.27224641e-006  2.30875835e-006  2.35961583e-006  2.42100391e-006  2.48831769e-006  2.55650780e-006  2.62045910e-006
  2.64765142e-006  2.58975958e-006  2.52562128e-006  2.45969998e-006  2.39658320e-006  2.34066328e-006  2.29583176e-006  2.26520849e-006  2.25092458e-006  2.25397406e-006  2.25115606e-006  2.26700451e-006  2.30033056e-006  2.34863436e-006  2.40829249e-006  2.47482986e-006  2.54325529e-006  2.60843604e-006
  2.63652549e-006  2.57700998e-006  2.51213527e-006  2.44641606e-006  2.38442581e-006  2.33047847e-006  2.28832829e-006  2.26090854e-006  2.25012739e-006  2.25673511e-006  2.25022153e-006  2.26244450e-006  2.29248714e-006  2.33809588e-006  2.39584948e-006  2.46141568e-006  2.52987620e-006  2.59609562e-006
  2.62500000e-006  2.56403500e-006  2.49861375e-006  2.43328897e-006  2.37260667e-006  2.32078979e-006  2.28144432e-006  2.25730834e-006  2.25006149e-006  2.26020810e-006  2.25001801e-006  2.25857974e-006  2.28525104e-006  2.32803124e-006  2.38371127e-006  2.44811443e-006  2.51640966e-006  2.58347396e-006
  2.61408040e-006  2.55194014e-006  2.48618531e-006  2.42139187e-006  2.36206883e-006  2.31234456e-006  2.27567940e-006  2.25462492e-006  2.25064632e-006  2.26402047e-006  2.25047642e-006  2.25564980e-006  2.27915254e-006  2.31922164e-006  2.37285140e-006  2.43601892e-006  2.50398583e-006  2.57165375e-006
  2.60287859e-006  2.53971678e-006  2.47379105e-006  2.40968922e-006  2.35187220e-006  2.30436354e-006  2.27046939e-006  2.25254850e-006  2.25184798e-006  2.26841659e-006  2.25155209e-006  2.25332432e-006  2.27360036e-006  2.31085923e-006  2.36230606e-006  2.42408168e-006  2.49155214e-006  2.55965629e-006
