  8.95198216e+004  8.95358995e+004  8.95469223e+004  8.95556103e+004  8.95633700e+004
  8.95226056e+004  8.95351834e+004  8.95474368e+004  8.95586210e+004  8.95691283e+004
  8.95322201e+004  8.95449921e+004  8.95569002e+004  8.95679690e+004  8.95785016e+004
  8.95484822e+004  8.95604225e+004  8.95716565e+004  8.95820885e+004  8.95919263e+004
  8.95697538e+004  8.95807403e+004  8.95912267e+004  8.96006906e+004  8.96094759e+004
  8.95959585e+004  8.96069901e+004  8.96157268e+004  8.96237280e+004  8.96309784e+004
  8.96328878e+004  8.96390896e+004  8.96479883e+004  8.96533655e+004  8.96556805e+004
  8.96761435e+004  8.97022602e+004  8.97011134e+004  8.96921719e+004  8.96804792e+004
  8.98658991e+004  8.97879632e+004  8.97463220e+004  8.97199111e+004  8.96995189e+004
  8.97353913e+004  8.97380829e+004  8.97298786e+004  8.97196264e+004  8.97101395e+004
  8.97354037e+004  8.97292761e+004  8.97246050e+004  8.97201119e+004  8.97158247e+004
  8.97332027e+004  8.97298389e+004  8.97260581e+004  8.97224234e+004  8.97189552e+004
  8.97347665e+004  8.97309208e+004  8.97272377e+004  8.97237052e+004  8.97202675e+004
  8.97351350e+004  8.97312554e+004  8.97274310e+004  8.97237519e+004  8.97201425e+004
  8.97345079e+004  8.97304866e+004  8.97265282e+004  8.97226988e+004  8.97189185e+004
  8.97328369e+004  8.97287167e+004  8.97246646e+004  8.97207329e+004  8.97168404e+004
  8.97301145e+004  8.97259789e+004  8.97218809e+004  8.97179504e+004  8.97140907e+004
  8.97261546e+004  8.97218235e+004  8.97178999e+004  8.97141946e+004  8.97106062e+004
  8.97188162e+004  8.97154738e+004  8.97118295e+004  8.97087243e+004  8.97060522e+004
  8.97081461e+004  8.97012615e+004  8.96993696e+004  8.96994475e+004  8.97002404e+004
  8.96520649e+004  8.96683946e+004  8.96791210e+004  8.96872883e+004  8.96944251e+004
  8.96477324e+004  8.96592599e+004  8.96706605e+004  8.96810332e+004  8.96907127e+004
  8.96483745e+004  8.96601206e+004  8.96709590e+004  8.96809680e+004  8.96904319e+004
  8.96554513e+004  8.96661573e+004  8.96761559e+004  8.96853599e+004  8.96939577e+004
  8.96671896e+004  8.96767805e+004  8.96858737e+004  8.96939468e+004  8.97013318e+004
  8.96835663e+004  8.96930861e+004  8.97002417e+004  8.97066823e+004  8.97123654e+004
  8.97106129e+004  8.97149754e+004  8.97222058e+004  8.97258243e+004  8.97262842e+004
  8.97436218e+004  8.97686955e+004  8.97653846e+004  8.97540507e+004  8.97399182e+004
  8.99286672e+004  8.98450617e+004  8.97996568e+004  8.97703067e+004  8.97473226e+004
  8.97764200e+004  8.97784075e+004  8.97688060e+004  8.97569810e+004  8.97459315e+004
  8.97630621e+004  8.97559371e+004  8.97503051e+004  8.97448146e+004  8.97395058e+004
  8.97477236e+004  8.97437091e+004  8.97392135e+004  8.97348272e+004  8.97305814e+004
  8.97366183e+004  8.97322723e+004  8.97280621e+004  8.97239675e+004  8.97199398e+004
  8.97244658e+004  8.97202590e+004  8.97160768e+004  8.97120056e+004  8.97079770e+004
  8.97114686e+004  8.97072834e+004  8.97031329e+004  8.96990763e+004  8.96950419e+004
  8.96975751e+004  8.96934551e+004  8.96893728e+004  8.96853754e+004  8.96813903e+004
  8.96828003e+004  8.96788192e+004  8.96748524e+004  8.96710131e+004  8.96672163e+004
  8.96669704e+004  8.96629737e+004  8.96593215e+004  8.96558487e+004  8.96524664e+004
  8.96481517e+004  8.96451734e+004  8.96419432e+004  8.96391844e+004  8.96368056e+004
  8.96261958e+004  8.96203073e+004  8.96188103e+004  8.96190778e+004  8.96199985e+004
  8.95637876e+004  8.95783578e+004  8.95883362e+004  8.95961745e+004  8.96031433e+004
  8.95449883e+004  8.95568564e+004  8.95682411e+004  8.95785430e+004  8.95881712e+004
  8.95338047e+004  8.95456230e+004  8.95566217e+004  8.95667976e+004  8.95764424e+004
  8.95287800e+004  8.95397430e+004  8.95500284e+004  8.95595319e+004  8.95684591e+004
  8.95283954e+004  8.95384065e+004  8.95479248e+004  8.95564747e+004  8.95643768e+004
  8.95325671e+004  8.95425178e+004  8.95504435e+004  8.95576414e+004  8.95641294e+004
  8.95463271e+004  8.95520904e+004  8.95600792e+004  8.95649650e+004  8.95671650e+004
  8.95660237e+004  8.95887747e+004  8.95882028e+004  8.95808050e+004  8.95709269e+004
  8.97117865e+004  8.96460376e+004  8.96107293e+004  8.95881113e+004  8.95704567e+004
  8.95865735e+004  8.95883113e+004  8.95809328e+004  8.95718167e+004  8.95633222e+004
  8.95701214e+004  8.95646350e+004  8.95603667e+004  8.95562247e+004  8.95522498e+004
  8.95517850e+004  8.95488049e+004  8.95454713e+004  8.95422365e+004  8.95391367e+004
  8.95366930e+004  8.95335087e+004  8.95304534e+004  8.95274963e+004  8.95246104e+004
  8.95207642e+004  8.95177559e+004  8.95147819e+004  8.95118959e+004  8.95090551e+004
  8.95042464e+004  8.95013258e+004  8.94984420e+004  8.94956273e+004  8.94928370e+004
  8.94871748e+004  8.94843789e+004  8.94816197e+004  8.94789198e+004  8.94762332e+004
  8.94696061e+004  8.94669948e+004  8.94644043e+004  8.94619101e+004  8.94594571e+004
  8.94513895e+004  8.94488369e+004  8.94465836e+004  8.94444805e+004  8.94424683e+004
  8.94308570e+004  8.94292004e+004  8.94273913e+004  8.94259882e+004  8.94249310e+004
  8.94076017e+004  8.94036806e+004  8.94034181e+004  8.94046812e+004  8.94065519e+004
  8.93503700e+004  8.93632216e+004  8.93728272e+004  8.93808533e+004  8.93882456e+004
  8.93252604e+004  8.93383251e+004  8.93504468e+004  8.93614153e+004  8.93717516e+004
  8.93115763e+004  8.93243605e+004  8.93364486e+004  8.93477213e+004  8.93584932e+004
  8.93039946e+004  8.93162770e+004  8.93279193e+004  8.93387935e+004  8.93491373e+004
  8.93013375e+004  8.93129636e+004  8.93241079e+004  8.93343362e+004  8.93439695e+004
  8.93034288e+004  8.93151132e+004  8.93251425e+004  8.93344224e+004  8.93430491e+004
  8.93142084e+004  8.93228575e+004  8.93330216e+004  8.93406190e+004  8.93460405e+004
  8.93312402e+004  8.93528952e+004  8.93566868e+004  8.93549125e+004  8.93509843e+004
  8.94466027e+004  8.94016374e+004  8.93785748e+004  8.93645070e+004  8.93538633e+004
  8.93645981e+004  8.93666848e+004  8.93624763e+004  8.93571315e+004  8.93522749e+004
  8.93571451e+004  8.93539655e+004  8.93517410e+004  8.93496739e+004  8.93477932e+004
  8.93476615e+004  8.93461762e+004  8.93445168e+004  8.93429891e+004  8.93416234e+004
  8.93401361e+004  8.93384557e+004  8.93369301e+004  8.93355250e+004  8.93342269e+004
  8.93318477e+004  8.93302514e+004  8.93287314e+004  8.93273138e+004  8.93259734e+004
  8.93230933e+004  8.93215262e+004  8.93200268e+004  8.93186081e+004  8.93172433e+004
  8.93139975e+004  8.93124881e+004  8.93110433e+004  8.93096668e+004  8.93083308e+004
  8.93046436e+004  8.93032445e+004  8.93018940e+004  8.93006456e+004  8.92994628e+004
  8.92948974e+004  8.92934869e+004  8.92923859e+004  8.92914399e+004  8.92906083e+004
  8.92831757e+004  8.92825259e+004  8.92817771e+004  8.92814273e+004  8.92814347e+004
  8.92689858e+004  8.92661688e+004  8.92668082e+004  8.92689150e+004  8.92716367e+004
  8.92228928e+004  8.92356166e+004  8.92455497e+004  8.92540910e+004  8.92620878e+004
  8.92045569e+004  8.92186282e+004  8.92315851e+004  8.92433504e+004  8.92544981e+004
  8.91993437e+004  8.92131227e+004  8.92262421e+004  8.92385359e+004  8.92503376e+004
  8.92004861e+004  8.92139455e+004  8.92267638e+004  8.92388065e+004  8.92503291e+004
  8.92069101e+004  8.92198484e+004  8.92323052e+004  8.92438387e+004  8.92547840e+004
  8.92183867e+004  8.92314957e+004  8.92429821e+004  8.92537013e+004  8.92637705e+004
  8.92387380e+004  8.92490232e+004  8.92607344e+004  8.92699126e+004  8.92769589e+004
  8.92656885e+004  8.92886357e+004  8.92942559e+004  8.92944026e+004  8.92924089e+004
  8.93884734e+004  8.93470941e+004  8.93266418e+004  8.93147577e+004  8.93061174e+004
  8.93229680e+004  8.93259594e+004  8.93230332e+004  8.93190715e+004  8.93155998e+004
  8.93275367e+004  8.93253701e+004  8.93241474e+004  8.93231064e+004  8.93222708e+004
  8.93299689e+004  8.93292685e+004  8.93284331e+004  8.93277521e+004  8.93272515e+004
  8.93341481e+004  8.93331246e+004  8.93322736e+004  8.93315638e+004  8.93309790e+004
  8.93375245e+004  8.93364412e+004  8.93354528e+004  8.93345862e+004  8.93338134e+004
  8.93403906e+004  8.93391942e+004  8.93380814e+004  8.93370689e+004  8.93361261e+004
  8.93428677e+004  8.93415819e+004  8.93403781e+004  8.93392618e+004  8.93382012e+004
  8.93450177e+004  8.93436992e+004  8.93424406e+004  8.93413067e+004  8.93402544e+004
  8.93466933e+004  8.93451962e+004  8.93440514e+004  8.93430834e+004  8.93422440e+004
  8.93461417e+004  8.93453545e+004  8.93444213e+004  8.93439317e+004  8.93438348e+004
  8.93430199e+004  8.93395329e+004  8.93399733e+004  8.93420359e+004  8.93447560e+004
  8.93040960e+004  8.93183066e+004  8.93289201e+004  8.93378013e+004  8.93460030e+004
  8.92992290e+004  8.93131581e+004  8.93262369e+004  8.93381531e+004  8.93494260e+004
  8.93055182e+004  8.93193624e+004  8.93324660e+004  8.93447262e+004  8.93564725e+004
  8.93184391e+004  8.93318156e+004  8.93445139e+004  8.93564150e+004  8.93677614e+004
  8.93367090e+004  8.93494267e+004  8.93616493e+004  8.93728930e+004  8.93835047e+004
  8.93601369e+004  8.93730215e+004  8.93839789e+004  8.93941699e+004  8.94036605e+004
  8.93934090e+004  8.94026325e+004  8.94138292e+004  8.94220409e+004  8.94277015e+004
  8.94333295e+004  8.94584448e+004  8.94618340e+004  8.94587038e+004  8.94531498e+004
  8.95915974e+004  8.95348915e+004  8.95058374e+004  8.94882623e+004  8.94751400e+004
  8.95041966e+004  8.95075489e+004  8.95028265e+004  8.94966371e+004  8.94910625e+004
  8.95130714e+004  8.95095821e+004  8.95072663e+004  8.95051379e+004  8.95032198e+004
  8.95197268e+004  8.95181797e+004  8.95163803e+004  8.95147394e+004  8.95132776e+004
  8.95289655e+004  8.95269371e+004  8.95250822e+004  8.95233808e+004  8.95217964e+004
