0.0000e+000	-6.0387e-002	-1.1947e-001	-1.7732e-001	-2.3046e-001	-2.8260e-001	-3.3376e-001	-3.8399e-001	-4.3332e-001	-4.8178e-001	-5.2940e-001	-5.7620e-001	-6.1308e-001	-6.4947e-001	
5.2360e-002	-8.0267e-003	-6.7114e-002	-1.2496e-001	-1.7810e-001	-2.3024e-001	-2.8140e-001	-3.3163e-001	-3.8096e-001	-4.2942e-001	-4.7704e-001	-5.2384e-001	-5.6072e-001	-5.9711e-001	
1.0472e-001	4.4333e-002	-1.4755e-002	-7.2598e-002	-1.2574e-001	-1.7788e-001	-2.2904e-001	-2.7927e-001	-3.2860e-001	-3.7706e-001	-4.2468e-001	-4.7148e-001	-5.0836e-001	-5.4475e-001	
1.5708e-001	9.6693e-002	3.7605e-002	-2.0238e-002	-7.3383e-002	-1.2552e-001	-1.7668e-001	-2.2691e-001	-2.7624e-001	-3.2470e-001	-3.7232e-001	-4.1912e-001	-4.5600e-001	-4.9239e-001	
2.0944e-001	1.4905e-001	8.9965e-002	3.2121e-002	-2.1023e-002	-7.3159e-002	-1.2432e-001	-1.7455e-001	-2.2388e-001	-2.7234e-001	-3.1996e-001	-3.6676e-001	-4.0364e-001	-4.4003e-001	
2.6180e-001	2.0141e-001	1.4233e-001	8.4481e-002	3.1337e-002	-2.0799e-002	-7.1964e-002	-1.2219e-001	-1.7152e-001	-2.1998e-001	-2.6760e-001	-3.1440e-001	-3.5128e-001	-3.8767e-001	
3.1416e-001	2.5377e-001	1.9468e-001	1.3684e-001	8.3697e-002	3.1561e-002	-1.9604e-002	-6.9834e-002	-1.1916e-001	-1.6762e-001	-2.1524e-001	-2.6204e-001	-2.9892e-001	-3.3531e-001	
3.6652e-001	3.0613e-001	2.4704e-001	1.8920e-001	1.3606e-001	8.3921e-002	3.2756e-002	-1.7474e-002	-6.6801e-002	-1.1526e-001	-1.6288e-001	-2.0968e-001	-2.4656e-001	-2.8295e-001	
4.1888e-001	3.5849e-001	2.9940e-001	2.4156e-001	1.8842e-001	1.3628e-001	8.5116e-002	3.4886e-002	-1.4441e-002	-6.2899e-002	-1.1052e-001	-1.5732e-001	-1.9420e-001	-2.3059e-001	
4.7124e-001	4.1085e-001	3.5176e-001	2.9392e-001	2.4078e-001	1.8864e-001	1.3748e-001	8.7246e-002	3.7918e-002	-1.0539e-002	-5.8157e-002	-1.0496e-001	-1.4184e-001	-1.7823e-001	
5.2360e-001	4.6321e-001	4.0412e-001	3.4628e-001	2.9314e-001	2.4100e-001	1.8984e-001	1.3961e-001	9.0278e-002	4.1821e-002	-5.7971e-003	-5.2604e-002	-8.9483e-002	-1.2587e-001	
5.7596e-001	5.1557e-001	4.5648e-001	3.9864e-001	3.4550e-001	2.9336e-001	2.4220e-001	1.9197e-001	1.4264e-001	9.4181e-002	4.6563e-002	-2.4377e-004	-3.7123e-002	-7.3514e-002	
6.2832e-001	5.6793e-001	5.0884e-001	4.5100e-001	3.9786e-001	3.4572e-001	2.9456e-001	2.4433e-001	1.9500e-001	1.4654e-001	9.8923e-002	5.2116e-002	1.5237e-002	-2.1154e-002	
6.8068e-001	6.2029e-001	5.6120e-001	5.0336e-001	4.5022e-001	3.9808e-001	3.4692e-001	2.9669e-001	2.4736e-001	1.9890e-001	1.5128e-001	1.0448e-001	6.7597e-002	3.1206e-002	
7.3304e-001	6.7265e-001	6.1356e-001	5.5572e-001	5.0258e-001	4.5044e-001	3.9928e-001	3.4905e-001	2.9972e-001	2.5126e-001	2.0364e-001	1.5684e-001	1.1996e-001	8.3565e-002	
