6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	
6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	
6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	
6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	
6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	
6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	
6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	
6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	
6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	
6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	
6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	
6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	
6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	
6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	
6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	
6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	
6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	
6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	
6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	
6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	
6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	
6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	
6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	
6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	
6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	
6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	6.0000e-004	
