  2.75000000e-006  2.74853679e-006  2.74416430e-006  2.73693371e-006  2.72692966e-006  2.71426925e-006  2.69910068e-006
  2.74965738e-006  2.74960970e-006  2.74664018e-006  2.74078357e-006  2.73210844e-006  2.72071632e-006  2.70674058e-006
  2.74863047e-006  2.74999845e-006  2.74844003e-006  2.74397345e-006  2.73665101e-006  2.72655842e-006  2.71381382e-006
  2.74692209e-006  2.74970196e-006  2.74955892e-006  2.74649462e-006  2.74054495e-006  2.73177954e-006  2.72030101e-006
  2.74453690e-006  2.74872106e-006  2.74999378e-006  2.74834017e-006  2.74377957e-006  2.73636537e-006  2.72618437e-006
  2.74148146e-006  2.74705844e-006  2.74974344e-006  2.74950503e-006  2.74634600e-006  2.74030334e-006  2.73144777e-006
  2.73776413e-006  2.74471864e-006  2.74880856e-006  2.74998602e-006  2.74823722e-006  2.74358265e-006  2.73607679e-006
  2.73339511e-006  2.74170809e-006  2.74719172e-006  2.74978181e-006  2.74944804e-006  2.74619432e-006  2.74005874e-006
  2.72838636e-006  2.73803503e-006  2.74489734e-006  2.74889296e-006  2.74997514e-006  2.74813119e-006  2.74338271e-006
  2.72275163e-006  2.73370953e-006  2.74193171e-006  2.74732192e-006  2.74981707e-006  2.74938795e-006  2.74603958e-006
  2.71650635e-006  2.72874345e-006  2.73830297e-006  2.74507299e-006  2.74897427e-006  2.74996116e-006  2.74802208e-006
  2.70966764e-006  2.72315041e-006  2.73402105e-006  2.74215233e-006  2.74744906e-006  2.74984923e-006  2.74932476e-006
  2.70225425e-006  2.71694572e-006  2.72909770e-006  2.73856794e-006  2.74524560e-006  2.74905249e-006  2.74994406e-006
  2.69428649e-006  2.71014640e-006  2.72354641e-006  2.73432966e-006  2.74236994e-006  2.74757311e-006  2.74987829e-006
  2.68578621e-006  2.70277108e-006  2.71738239e-006  2.72944910e-006  2.73882996e-006  2.74541515e-006  2.74912761e-006
  2.67677670e-006  2.69483998e-006  2.71062254e-006  2.72393963e-006  2.73463536e-006  2.74258453e-006  2.74769409e-006
  2.66728265e-006  2.68637484e-006  2.70328539e-006  2.71781636e-006  2.72979764e-006  2.73908900e-006  2.74558166e-006
  2.65733010e-006  2.67739886e-006  2.69539105e-006  2.71109607e-006  2.72433007e-006  2.73493814e-006  2.74279611e-006
  2.64694631e-006  2.66793664e-006  2.68696116e-006  2.70379718e-006  2.71824762e-006  2.73014333e-006  2.73934507e-006
  2.63615976e-006  2.65801412e-006  2.67801882e-006  2.69593970e-006  2.71156697e-006  2.72471772e-006  2.73523800e-006
  2.62500000e-006  2.64765849e-006  2.66858854e-006  2.68754515e-006  2.70430643e-006  2.71867617e-006  2.73048616e-006
  2.61349763e-006  2.63689814e-006  2.65869617e-006  2.67863657e-006  2.69648590e-006  2.71203524e-006  2.72510258e-006
  2.60168416e-006  2.62576256e-006  2.64836883e-006  2.66923835e-006  2.68812682e-006  2.70481314e-006  2.71910200e-006
  2.58959199e-006  2.61428228e-006  2.63763482e-006  2.65937626e-006  2.67925209e-006  2.69702967e-006  2.71250088e-006
  2.57725425e-006  2.60248875e-006  2.62652356e-006  2.64907733e-006  2.66988605e-006  2.68870614e-006  2.70531731e-006
  2.56470476e-006  2.59041431e-006  2.61506551e-006  2.63836979e-006  2.66005436e-006  2.67986539e-006  2.69757098e-006
  2.55197792e-006  2.57809206e-006  2.60329207e-006  2.62728299e-006  2.64978397e-006  2.67053164e-006  2.68928312e-006
  2.53910862e-006  2.56555575e-006  2.59123552e-006  2.61584731e-006  2.63910304e-006  2.66073047e-006  2.68047645e-006
  2.52613212e-006  2.55283977e-006  2.57892889e-006  2.60409410e-006  2.62804083e-006  2.65048875e-006  2.67117511e-006
  2.51308399e-006  2.53997895e-006  2.56640593e-006  2.59205558e-006  2.61662767e-006  2.63983455e-006  2.66140458e-006
  2.50000000e-006  2.52700855e-006  2.55370095e-006  2.57976475e-006  2.60489484e-006  2.62879708e-006  2.65119166e-006
  2.48691601e-006  2.51396413e-006  2.54084878e-006  2.56725528e-006  2.59287451e-006  2.61740658e-006  2.64056434e-006
  2.47386788e-006  2.50088143e-006  2.52788465e-006  2.55456147e-006  2.58059961e-006  2.60569428e-006  2.62955173e-006
  2.46089138e-006  2.48779631e-006  2.51484409e-006  2.54171811e-006  2.56810379e-006  2.59369228e-006  2.61818403e-006
  2.44802208e-006  2.47474465e-006  2.50176284e-006  2.52876041e-006  2.55542131e-006  2.58143347e-006  2.60649240e-006
  2.43529524e-006  2.46176220e-006  2.48867676e-006  2.51572387e-006  2.54258692e-006  2.56895146e-006  2.59450888e-006
  2.42274575e-006  2.44888457e-006  2.47562172e-006  2.50264424e-006  2.52963580e-006  2.55628046e-006  2.58226632e-006
  2.41040801e-006  2.43614703e-006  2.46263350e-006  2.48955736e-006  2.51660346e-006  2.54345520e-006  2.56979827e-006
  2.39831584e-006  2.42358452e-006  2.44974769e-006  2.47649910e-006  2.50352560e-006  2.53051083e-006  2.55713891e-006
  2.38650237e-006  2.41123145e-006  2.43699962e-006  2.46350525e-006  2.49043808e-006  2.51748283e-006  2.54432294e-006
  2.37500000e-006  2.39912169e-006  2.42442424e-006  2.45061144e-006  2.47737677e-006  2.50440692e-006  2.53138548e-006
  2.36384024e-006  2.38728844e-006  2.41205600e-006  2.43785300e-006  2.46437747e-006  2.49131892e-006  2.51836199e-006
  2.35305369e-006  2.37576412e-006  2.39992880e-006  2.42526489e-006  2.45147580e-006  2.47825472e-006  2.50528818e-006
  2.34266990e-006  2.36458031e-006  2.38807590e-006  2.41288163e-006  2.43870714e-006  2.46525012e-006  2.49219987e-006
  2.33271735e-006  2.35376769e-006  2.37652978e-006  2.40073716e-006  2.42610648e-006  2.45234077e-006  2.47913294e-006
  2.32322330e-006  2.34335588e-006  2.36532207e-006  2.38886476e-006  2.41370835e-006  2.43956205e-006  2.46612321e-006
  2.31421379e-006  2.33337342e-006  2.35448351e-006  2.37729697e-006  2.40154675e-006  2.42694898e-006  2.45320633e-006
  2.30571351e-006  2.32384767e-006  2.34404380e-006  2.36606550e-006  2.38965499e-006  2.41453614e-006  2.44041771e-006
  2.29774575e-006  2.31480474e-006  2.33403156e-006  2.35520114e-006  2.37806569e-006  2.40235756e-006  2.42779239e-006
  2.29033236e-006  2.30626942e-006  2.32447422e-006  2.34473366e-006  2.36681060e-006  2.39044660e-006  2.41536500e-006
  2.28349365e-006  2.29826510e-006  2.31539798e-006  2.33469176e-006  2.35592057e-006  2.37883592e-006  2.40316958e-006
  2.27724837e-006  2.29081372e-006  2.30682773e-006  2.32510295e-006  2.34542545e-006  2.36755735e-006  2.39123957e-006
  2.27161364e-006  2.28393571e-006  2.29878695e-006  2.31599353e-006  2.33535401e-006  2.35664179e-006  2.37960767e-006
  2.26660489e-006  2.27764991e-006  2.29129768e-006  2.30738845e-006  2.32573386e-006  2.34611917e-006  2.36830575e-006
  2.26223587e-006  2.27197356e-006  2.28438045e-006  2.29931131e-006  2.31659136e-006  2.33601832e-006  2.35736479e-006
  2.25851854e-006  2.26692222e-006  2.27805422e-006  2.29178424e-006  2.30795156e-006  2.32636693e-006  2.34681479e-006
  2.25546310e-006  2.26250972e-006  2.27233633e-006  2.28482788e-006  2.29983816e-006  2.31719146e-006  2.33668466e-006
  2.25307791e-006  2.25874817e-006  2.26724244e-006  2.27846129e-006  2.29227339e-006  2.30851706e-006  2.32700217e-006
  2.25136953e-006  2.25564788e-006  2.26278653e-006  2.27270192e-006  2.28527798e-006  2.30036750e-006  2.31779385e-006
  2.25034262e-006  2.25321734e-006  2.25898080e-006  2.26756556e-006  2.27887111e-006  2.29276512e-006  2.30908494e-006
  2.25000000e-006  2.25146321e-006  2.25583570e-006  2.26306629e-006  2.27307034e-006  2.28573075e-006  2.30089932e-006
  2.25034262e-006  2.25039030e-006  2.25335982e-006  2.25921643e-006  2.26789157e-006  2.27928368e-006  2.29325942e-006
  2.25136953e-006  2.25000155e-006  2.25155997e-006  2.25602655e-006  2.26334899e-006  2.27344158e-006  2.28618618e-006
  2.25307791e-006  2.25029804e-006  2.25044108e-006  2.25350538e-006  2.25945505e-006  2.26822046e-006  2.27969899e-006
  2.25546310e-006  2.25127894e-006  2.25000622e-006  2.25165983e-006  2.25622043e-006  2.26363463e-006  2.27381563e-006
  2.25851854e-006  2.25294156e-006  2.25025656e-006  2.25049497e-006  2.25365400e-006  2.25969666e-006  2.26855223e-006
  2.26223587e-006  2.25528136e-006  2.25119144e-006  2.25001398e-006  2.25176278e-006  2.25641735e-006  2.26392321e-006
  2.26660489e-006  2.25829191e-006  2.25280828e-006  2.25021819e-006  2.25055196e-006  2.25380568e-006  2.25994126e-006
  2.27161364e-006  2.26196497e-006  2.25510266e-006  2.25110704e-006  2.25002486e-006  2.25186881e-006  2.25661729e-006
